county1,mi_to_county,county2,county_combined
17063,20.4903426402377,17093,1706317093
17063,24.4216614593403,17197,1706317197
17063,25.4066065516385,17099,1706317099
17063,28.6148099112936,17105,1706317105
17063,29.9853662508212,17091,1706317091
17065,19.6009629363837,17193,1706517193
17065,23.0500009885544,17165,1706517165
17065,24.6479255696919,17191,1706517191
17065,25.6779648642974,17081,1706517081
17067,23.2968569249998,19111,1706719111
17067,26.0224020669625,17109,1706717109
17067,29.5410100962346,29045,1706729045
17067,30.7385841471518,17071,1706717071
17067,33.9121882507506,17169,1706717169
17067,36.9779528457744,29111,1706729111
17069,14.1387845960811,21055,1706921055
17069,16.6689990987157,17151,1706917151
17069,19.7560104116767,21225,1706921225
17069,21.9634112257077,21139,1706921139
17069,22.2217415239323,17165,1706917165
17071,14.7123580790373,19057,1707119057
17071,16.8154724365891,17187,1707117187
17071,28.3479266269229,17109,1707117109
17071,28.8157350764365,17131,1707117131
17071,30.487208326534,19111,1707119111
17073,24.2902628886669,17161,1707317161
17073,24.6188658853336,17175,1707317175
17073,29.2753289538048,17095,1707317095
17073,29.9196917903751,17195,1707317195
17073,33.2552888099254,17131,1707317131
17075,26.944399966638,18111,1707518111
17075,27.0279310045911,17091,1707517091
17075,28.8349656268981,18007,1707518007
17075,39.2430325478296,17183,1707517183
17077,20.6214133772898,17145,1707717145
17077,22.605888029684,17181,1707717181
17077,23.5715980424588,29157,1707729157
17077,24.9456752638839,17199,1707717199
17077,30.4010845700026,17157,1707717157
17079,20.5668056277833,17159,1707917159
17081,24.0189139774781,17121,1708117121
17081,26.9644422849015,17189,1708117189
17081,28.1559914729475,17191,1708117191
17081,28.3828460250472,17145,1708117145
17083,26.6006858626885,17117,1708317117
17083,26.6657040177517,29183,1708329183
17083,30.32871722819,17119,1708317119
17085,20.6749758310962,55065,1708555065
17085,23.0678350519534,19097,1708519097
17085,27.8646505960933,17177,1708517177
17085,34.7492975612526,19061,1708519061
17085,42.845466610674,55043,1708555043
17087,18.8006016884905,17199,1708717199
17087,18.9265325921921,17151,1708717151
17087,19.5117868432389,17127,1708717127
17087,20.3096034010944,17181,1708717181
17087,21.6299212728828,17153,1708717153
17087,27.3122762389697,17165,1708717165
17089,24.2834563683229,17093,1708917093
17089,26.6094263811078,17111,1708917111
17091,22.2003811146377,17197,1709117197
17091,26.8624172312625,18111,1709118111
17091,34.1599945127452,18089,1709118089
17091,39.8398848580122,17105,1709117105
17093,25.3044229320356,17197,1709317197
17093,29.0136435556286,17099,1709317099
17095,21.9466866915469,17187,1709517187
17095,24.5489514430734,17175,1709517175
17095,25.3865171677629,17143,1709517143
17095,33.3699930940041,17131,1709517131
17097,17.5078719722816,55059,1709755059
17097,44.8873039122889,26005,1709726005
17097,51.2716443086192,26021,1709726021
17097,51.9067038253202,17111,1709717111
17097,57.8377933986143,26159,1709726159
17099,23.6286115339356,17155,1709917155
17099,32.0724689705253,17123,1709917123
17099,35.1653320629586,17103,1709917103
17099,35.5364847889732,17105,1709917105
17099,41.8251795412164,17203,1709917203
17101,16.8476603529013,18083,1710118083
17101,19.1709507520266,17159,1710117159
17101,19.7677956733188,17185,1710117185
17103,20.3721602725314,17141,1710317141
17103,31.5279848037305,17195,1710317195
17105,31.5691410837558,17113,1710517113
17105,35.1191953220334,17203,1710517203
17107,23.8360779480292,17129,1710717129
17107,27.3674802052395,17179,1710717179
17107,28.3164224473863,17115,1710717115
17107,29.886173217288,17125,1710717125
17107,30.1764209938716,17167,1710717167
17107,37.2894325610189,17113,1710717113
17109,20.9253940226035,17169,1710917169
17109,27.4330791444895,17187,1710917187
17111,24.1885342676969,55127,1711155127
17111,55.2667313691553,55059,1711155059
17113,27.9868624553397,17203,1711317203
17113,35.3030853066723,17179,1711317179
17113,36.0853263822394,17147,1711317147
17115,22.097914885354,17147,1711517147
17115,23.5870954077605,17139,1711517139
17115,33.9627139279127,17173,1711517173
17115,37.881095346454,17167,1711517167
17117,24.1312318726874,17135,1711717135
17117,30.3518568138209,17119,1711717119
17117,34.453984926205,17137,1711717137
17117,36.6951443841323,17167,1711717167
17119,22.7904069757001,29510,1711929510
17119,24.7057257579215,17163,1711917163
17119,32.1100342209634,29189,1711929189
17119,35.7937110190655,17135,1711917135
17119,41.8346566185275,29183,1711929183
17121,30.3223202432989,17191,1712117191
17121,33.7382934293018,17189,1712117189
17123,11.8192014193129,17155,1712317155
17123,18.0564722660896,17203,1712317203
17123,24.137011737521,17175,1712317175
17123,27.9160683225205,17143,1712317143
17125,16.1029467211464,17129,1712517129
17125,28.0750236946316,17179,1712517179
17125,37.3491599820385,17169,1712517169
17127,11.2290204256533,21145,1712721145
17127,16.5369065058184,17151,1712717151
17127,18.8370071196342,21139,1712721139
17127,23.2251945453256,17153,1712717153
17129,19.674965149853,17167,1712917167
17131,20.2194153608563,17161,1713117161
17131,25.2852070710125,17187,1713117187
17131,26.8136428623937,19115,1713119115
17131,30.6370228622759,19057,1713119057
17133,18.9878919365983,17163,1713317163
17133,19.8002232242138,29099,1713329099
17133,24.7399442900949,17157,1713317157
17133,26.7948676681086,29186,1713329186
17133,28.9233173517767,29189,1713329189
17135,37.8007691634442,17167,1713517167
17135,37.8910268749381,17173,1713517173
17137,15.6535024485949,17171,1713717171
17137,28.8195202895591,17167,1713717167
17137,37.069011760617,17149,1713717149
17139,19.7044288874794,17173,1713917173
17139,25.7748077810064,17147,1713917147
17141,21.9799922959858,17201,1714117201
17141,27.6722721859146,17177,1714117177
17141,36.4457797045906,17195,1714117195
17143,21.5389248946816,17175,1714317175
17143,23.2813521854421,17179,1714317179
17143,29.1422936383885,17203,1714317203
17145,18.7564815711408,17189,1714517189
17145,24.7005176124966,17157,1714517157
17149,21.9007194070734,17171,1714917171
17149,24.5541177074037,29163,1714929163
17149,34.2109962005668,29173,1714929173
17149,41.6209887650863,29127,1714929127
17151,17.3938025174915,21139,1715121139
17151,23.1110970563767,17165,1715117165
17151,30.3127741983771,17199,1715117199
17153,13.1086963387224,21007,1715321007
17153,19.2010658445557,17181,1715317181
17153,25.4689565634865,21145,1715321145
17157,22.725774239242,29186,1715729186
17157,23.8865014756609,29157,1715729157
17157,29.1698224637111,17163,1715717163
17157,30.0203282011534,17189,1715717189
17159,22.6806259643121,17185,1715917185
17159,26.8964237325991,17191,1715917191
17161,12.2490216535643,19163,1716119163
17161,28.3103132788409,19139,1716119139
17161,29.7517951323891,19045,1716119045
17161,39.3317897831435,17195,1716117195
17161,39.5048278560688,19115,1716119115
17163,20.5514821783052,29510,1716329510
17163,28.8417428035758,17189,1716317189
17163,30.337014671777,29189,1716329189
17165,21.0863390611539,17199,1716517199
17177,22.8702120252359,55045,1717755045
17177,25.7926980656144,17201,1717717201
17177,31.7163527825223,55065,1717755065
17179,25.2111370152734,17203,1717917203
17181,24.5280329716613,29031,1718129031
17181,24.9673161131484,17199,1718117199
17181,34.2071644300171,29157,1718129157
17183,21.7642628560766,18171,1718318171
17183,26.9177941494467,18165,1718318165
17183,36.28435522328,18007,1718318007
17185,16.5798631362966,18051,1718518051
17185,28.1753355669983,18083,1718518083
17185,30.8609371840244,17193,1718517193
17191,27.4959911903071,17193,1719117193
17193,17.3595750468359,18129,1719318129
17193,36.1512393802095,18051,1719318051
17195,33.6709809948854,19045,1719519045
17197,31.3240148336998,18089,1719718089
17201,23.3906518695916,55105,1720155105
17201,32.6400419991145,55045,1720155045
18001,14.5108141802425,18179,1800118179
18001,19.8325578290219,39161,1800139161
18001,21.5750094670204,39107,1800139107
18001,21.7594859071735,18075,1800118075
18001,24.9480737896382,18003,1800118003
18003,21.6981471668532,18033,1800318033
18003,22.5770188110229,18183,1800318183
18003,25.7100969649263,18179,1800318179
18003,25.8531339674473,39125,1800339125
18003,27.8928671672351,18113,1800318113
18003,28.0355528531711,18069,1800318069
18003,30.1762284262452,39161,1800339161
18003,34.3421260092645,39039,1800339039
18005,18.3034883746103,18013,1800518013
18005,20.4733247868184,18079,1800518079
18005,21.7354904056456,18071,1800518071
18005,22.3977068822592,18031,1800518031
18005,22.6321597398765,18081,1800518081
18005,22.7067156692165,18145,1800518145
18007,17.942575324692,18171,1800718171
18007,24.8858549662006,18111,1800718111
18007,25.614736437856,18181,1800718181
18007,26.8226663925495,18157,1800718157
18007,30.1006049096811,18073,1800718073
18009,17.0426302132835,18075,1800918075
18009,17.4180095951749,18035,1800918035
18009,17.6560053418526,18053,1800918053
18009,19.0514886008309,18179,1800918179
18011,17.6282011164038,18023,1801118023
18011,19.6165269807101,18063,1801118063
18011,22.4228229977119,18107,1801118107
18011,23.7172108185042,18057,1801118057
18011,25.582743182628,18097,1801118097
18013,15.3650938817402,18105,1801318105
18013,22.0808097051431,18071,1801318071
18013,22.3454096783141,18081,1801318081
18013,22.9184368715988,18109,1801318109
18015,16.0355419960274,18017,1801518017
18015,19.4239891117146,18181,1801518181
18015,19.8218214930887,18023,1801518023
18015,21.9409640039093,18157,1801518157
18015,24.6995261388278,18067,1801518067
18017,16.3239239787642,18103,1801718103
18017,21.0260381845064,18049,1801718049
18017,22.550253748398,18067,1801718067
18017,26.6487014466084,18181,1801718181
18017,26.7582211482302,18131,1801718131
18019,14.2123933878054,18143,1801918143
18019,14.7730988602223,21185,1801921185
18019,15.4046159488664,18043,1801918043
18019,20.0190887556738,21111,1801921111
18019,21.59170911195,21223,1801921223
18019,22.9439854633695,18175,1801918175
18019,25.7890509107179,18077,1801918077
18021,14.8557134873364,18167,1802118167
18021,15.716416306907,18119,1802118119
18021,23.4060495535731,18133,1802118133
18021,24.5847634135514,18055,1802118055
18021,26.4767465950558,18153,1802118153
18021,26.6287011561564,18121,1802118121
18023,22.2029777194572,18159,1802318159
18023,22.6686661620294,18157,1802318157
18023,22.7229968503223,18067,1802318067
18023,28.5876725297719,18107,1802318107
18023,29.9167937139492,18057,1802318057
18025,17.5557490233155,18123,1802518123
18025,18.0139684778179,18117,1802518117
18025,19.6339820174195,18061,1802518061
18025,24.1482264710024,18037,1802518037
18025,25.7876861744132,21163,1802521163
18025,28.1620536386686,18175,1802518175
18027,14.8496798374191,18101,1802718101
18027,18.5150809613277,18083,1802718083
18027,22.2557781401816,18125,1802718125
18027,24.655501546989,18055,1802718055
18027,24.8709384162619,18037,1802718037
18029,14.5845172311443,18115,1802918115
18029,15.7898926750518,18137,1802918137
18029,17.8313900396561,21015,1802921015
18029,18.5322462490544,18047,1802918047
18029,23.2064958012892,39061,1802939061
18029,29.5501211155001,39017,1802939017
18031,19.1372944719571,18137,1803118137
18031,21.6959104034783,18145,1803118145
18031,21.9285361324802,18139,1803118139
18031,22.4780161905444,18079,1803118079
18031,24.2112368882056,18047,1803118047
18033,16.7381217896524,18151,1803318151
18033,21.6462323087626,18113,1803318113
18033,24.3184575793114,39171,1803339171
18033,27.2028151174454,39039,1803339039
18033,27.6371525830477,18087,1803318087
18035,17.5899277477347,18095,1803518095
18035,20.5615905199653,18065,1803518065
18035,21.2334451381711,18135,1803518135
18035,24.0689978439774,18053,1803518053
18035,25.2990896004789,18075,1803518075
18037,19.5248144030445,18125,1803718125
18037,23.2609946240312,18101,1803718101
18037,24.0104223088581,18117,1803718117
18037,24.2134170150089,18123,1803718123
18037,26.2017938615754,18147,1803718147
18037,28.820075595546,18173,1803718173
18039,21.9444337998838,18141,1803918141
18039,22.7901578511376,18087,1803918087
18039,22.8929677244968,26027,1803926027
18039,24.6251775384712,18085,1803918085
18039,26.9023878897985,18113,1803918113
18039,27.7534122838112,26149,1803926149
18039,28.3315959674958,18099,1803918099
18041,13.8761600140916,18161,1804118161
18041,15.0271790634985,18139,1804118139
18041,17.0850322849419,18047,1804118047
18041,18.1116810652201,18177,1804118177
18041,22.9854627134874,18065,1804118065
18043,13.8314052835124,18061,1804318061
18043,16.38327479282,21111,1804321111
18043,22.1542039760703,18175,1804318175
18045,17.6326601415294,18171,1804518171
18045,18.930830857914,18107,1804518107
18045,22.037977410374,18165,1804518165
18045,24.0613000287454,18121,1804518121
18045,25.8046228231002,18157,1804518157
18047,16.5659708080255,18161,1804718161
18047,23.7622809267754,18137,1804718137
18047,25.86985696722,18139,1804718139
18047,26.8503996451545,39017,1804739017
18047,31.5824955024989,39061,1804739061
18049,18.9755313369785,18099,1804918099
18049,22.2804324304679,18131,1804918131
18049,22.3714583873691,18103,1804918103
18049,24.9013572839002,18085,1804918085
18049,25.5880620156475,18149,1804918149
18049,28.3740631549226,18169,1804918169
18051,19.6592541459101,18125,1805118125
18051,20.5466270129297,18163,1805118163
18051,22.6036707056834,18173,1805118173
18051,25.4124935683906,18129,1805118129
18051,27.0771620628754,18083,1805118083
18053,23.3679266291223,18069,1805318069
18053,23.8212976529508,18169,1805318169
18053,24.2270428116924,18067,1805318067
18053,24.412148784395,18095,1805318095
18053,25.4411512515306,18159,1805318159
18053,27.0588449745899,18103,1805318103
18053,27.6987209489676,18179,1805318179
18055,20.5959416977134,18119,1805518119
18055,22.2039101364045,18153,1805518153
18055,26.1199167948427,18101,1805518101
18055,26.9755143153665,18105,1805518105
18055,31.3246559818146,18093,1805518093
18055,33.4175005260213,18083,1805518083
18057,17.6865882135026,18095,1805718095
18057,18.0870860514262,18159,1805718159
18057,19.4249987185372,18097,1805718097
18057,20.4633507463718,18059,1805718059
18059,19.4562288665232,18097,1805918097
18059,20.6477054505675,18145,1805918145
18059,21.2414976428178,18065,1805918065
18059,21.3684269552045,18139,1805918139
18059,23.8901076138322,18095,1805918095
18061,16.0257062478117,21163,1806121163
18061,24.2246739037913,21111,1806121111
18061,28.6166273387435,18175,1806118175
18061,34.751231207229,21093,1806121093
18063,19.5763871045594,18133,1806318133
18063,19.9105310099871,18097,1806318097
18063,20.048581883501,18109,1806318109
18063,27.6201430395986,18107,1806318107
18065,21.208820910647,18177,1806518177
18065,21.5454383687872,18139,1806518139
18065,23.7275684930794,18095,1806518095
18065,26.3418164014403,18135,1806518135
18067,12.3560387837223,18159,1806718159
18067,20.3246344553779,18103,1806718103
18069,15.2565993973804,18179,1806918179
18069,16.5924912252269,18169,1806918169
18069,21.4555932864863,18183,1806918183
18071,21.7716128509682,18175,1807118175
18071,22.428414604821,18143,1807118143
18071,23.014964487514,18079,1807118079
18071,24.465852335532,18093,1807118093
18071,31.0054995212957,18105,1807118105
18073,15.2638082802934,18111,1807318111
18073,22.2992475810546,18131,1807318131
18073,22.7249741976438,18181,1807318181
18073,30.6214461756516,18149,1807318149
18073,34.0965837634535,18089,1807318089
18073,34.0994364388646,18127,1807318127
18073,41.5321337904021,18091,1807318091
18075,18.6939335568303,18135,1807518135
18075,20.708618199079,39107,1807539107
18075,23.4832673799531,18179,1807518179
18075,29.0704563553616,39037,1807539037
18077,12.3119347902421,21223,1807721223
18077,17.8347442458511,18079,1807718079
18077,18.2824990709334,18143,1807718143
18077,18.8051552155571,21041,1807721041
18077,22.289859006116,18155,1807718155
18077,23.9101052334578,18137,1807718137
18079,20.9914932053227,18137,1807918137
18079,22.8803344174556,18143,1807918143
18081,16.2381278233511,18145,1808118145
18081,18.8376980799799,18109,1808118109
18081,19.9498578728944,18097,1808118097
18083,22.5041660087134,18125,1808318125
18083,27.6771578169402,18153,1808318153
18085,20.1318938917737,18183,1808518183
18085,21.8778155605049,18099,1808518099
18085,25.4373291856598,18113,1808518113
18085,27.8925956100172,18169,1808518169
18087,16.703797189774,18113,1808718113
18087,19.2419226375179,26149,1808726149
18087,21.8841496404324,18151,1808718151
18087,26.6003350862768,26023,1808726023
18089,15.8978809193906,18127,1808918127
18089,35.2562531829103,18111,1808918111
18091,16.8337234867013,26021,1809126021
18091,17.1065966762005,18127,1809118127
18091,19.0419042542038,18149,1809118149
18091,24.0685855984717,18141,1809118141
18093,19.3002528794563,18101,1809318101
18093,20.2053581607943,18117,1809318117
18093,22.2563464084277,18105,1809318105
18093,26.4495458417286,18175,1809318175
18095,20.2213023412129,18159,1809518159
18097,25.5729053483483,18145,1809718145
18097,26.5637239675418,18109,1809718109
18099,19.8583739987855,18149,1809918149
18099,20.2475364396219,18141,1809918141
18099,29.3001505050354,18131,1809918131
18101,20.0943424631692,18117,1810118117
18103,13.9153737465772,18169,1810318169
18105,20.0535798074958,18119,1810518119
18105,22.6074572999663,18109,1810518109
18107,24.1111352855619,18157,1810718157
18107,24.4520073044282,18121,1810718121
18107,25.9769971332418,18133,1810718133
18109,23.8141571724718,18119,1810918119
18109,25.0383465067852,18133,1810918133
18113,18.780251397416,18183,1811318183
18113,27.2541652370962,18151,1811318151
18115,8.66892577259791,18155,1811518155
18115,12.7303053949756,21015,1811521015
18115,19.3556256432738,18137,1811518137
18117,21.0931057697586,18175,1811718175
18119,24.0710327642782,18133,1811918133
18121,15.1121943293604,18165,1812118165
18121,19.7461672528992,18133,1812118133
18121,25.9729765425928,18167,1812118167
18123,18.7755085803667,21091,1812321091
18123,21.4783313697386,18147,1812318147
18123,23.4665584267955,21027,1812321027
18123,24.4701840684337,21163,1812321163
18125,20.8476929923437,18173,1812518173
18127,25.9021304705173,26021,1812726021
18127,26.9758648051577,18149,1812718149
18129,15.3841746470213,18163,1812918163
18129,22.8975214788612,21101,1812921101
18129,25.9342576207565,21225,1812921225
18131,16.606209124958,18149,1813118149
18131,22.2261598759901,18181,1813118181
18135,20.4320026001983,39037,1813539037
18135,20.8196299937336,18177,1813518177
18137,22.6547712092295,18155,1813718155
18139,18.622697081411,18145,1813918145
18141,25.4329042238651,26027,1814126027
18141,26.3387306236823,26021,1814126021
18141,29.673573680652,18149,1814118149
18143,19.8060704249293,18175,1814318175
18147,15.4652225905494,18173,1814718173
18147,16.528176468676,21091,1814721091
18147,19.6637957497935,21059,1814721059
18151,19.2952297521729,26023,1815126023
18151,22.2732957079683,39171,1815139171
18151,24.0348566158528,26059,1815126059
18153,23.525516187136,18167,1815318167
18155,10.1000095289688,21077,1815521077
18155,12.0164267173578,21041,1815521041
18155,19.0472045694434,21015,1815521015
18157,25.038758339411,18181,1815718181
18157,25.4930909062118,18171,1815718171
18161,16.860272956414,39135,1816139135
18161,17.1381343719073,18177,1816118177
18161,22.9728681710728,39017,1816139017
18163,15.7381253679866,21101,1816321101
18163,17.9134247286272,18173,1816318173
18165,29.6047164475647,18167,1816518167
18165,34.750898372722,18171,1816518171
18169,25.3569729656729,18183,1816918183
18173,26.7005217194618,21101,1817321101
18173,27.2282737737735,21059,1817321059
18177,21.042749047967,39135,1817739135
18177,27.635734110271,39037,1817739037
19001,23.6165114424051,19029,1900119029
19001,24.0103756643625,19175,1900119175
19001,24.0215695086795,19121,1900119121
19001,24.0618771295948,19003,1900119003
19001,24.560326426547,19077,1900119077
19001,32.7598950846087,19009,1900119009
19001,33.4672891972621,19049,1900119049
19003,19.6022349232467,19173,1900319173
19003,23.5558972685679,19175,1900319175
19003,24.0250223483502,19137,1900319137
19003,24.8262601925618,19029,1900319029
19003,30.4528339381572,19145,1900319145
19003,30.8310371117138,19159,1900319159
19005,21.7809676045669,55023,1900555023
19005,23.5739758186525,19191,1900519191
19005,27.7337356732129,27055,1900527055
19005,30.1329162098491,19043,1900519043
19005,36.2576301090254,55123,1900555123
19005,36.547085043678,19065,1900519065
19007,19.6339181144439,19135,1900719135
19007,19.8789432013639,29171,1900729171
19007,24.080049900124,19051,1900719051
19007,24.2012669882285,19185,1900719185
19007,26.4857630283512,29197,1900729197
19007,31.1698563543259,19179,1900719179
19007,31.271506163841,19117,1900719117
19009,20.8001097817667,19077,1900919077
19009,20.8794350268325,19165,1900919165
19009,23.9087926596543,19029,1900919029
19009,24.9666854948197,19027,1900919027
19009,35.4203735600437,19047,1900919047
19011,23.6069447904794,19113,1901119113
19011,24.2232256559638,19171,1901119171
19011,28.2336403321002,19095,1901119095
19011,28.4008265676282,19019,1901119019
19011,29.1865018019944,19013,1901119013
19011,36.9788560148005,19157,1901119157
19011,37.935378835578,19103,1901119103
19013,21.3089895803733,19017,1901319017
19013,23.8208846393393,19019,1901319019
19013,25.153580380562,19075,1901319075
19013,29.7782497929289,19171,1901319171
19013,30.1388998031866,19023,1901319023
19013,35.9729111178025,19065,1901319065
19015,23.070362900949,19073,1901519073
19015,24.2746297881819,19169,1901519169
19015,24.9625526116663,19049,1901519049
19015,27.0281210354757,19079,1901519079
19015,29.9767324699352,19187,1901519187
19015,30.9948569293487,19153,1901519153
19017,19.2738734669419,19037,1901719037
19017,23.1751897655369,19023,1901719023
19017,25.4059633783034,19065,1901719065
19017,29.9007493235152,19067,1901719067
19017,32.8366788406512,19019,1901719019
19019,24.4238123850945,19055,1901919055
19019,27.2311675105487,19065,1901919065
19019,29.7789343283527,19113,1901919113
19019,36.6215778879558,19043,1901919043
19021,23.3780391712806,19041,1902119041
19021,23.5092221720818,19151,1902119151
19021,24.5280721547687,19161,1902119161
19021,24.9571007100721,19035,1902119035
19021,30.5043687488764,19093,1902119093
19021,33.3067641462902,19147,1902119147
19021,34.0504367127461,19141,1902119141
19021,35.2763276494772,19025,1902119025
19023,21.977091916087,19067,1902319067
19023,22.9023257651508,19075,1902319075
19023,24.9360085638519,19069,1902319069
19023,32.4531795944236,19037,1902319037
19023,33.4336906201899,19083,1902319083
19023,33.4970511922594,19033,1902319033
19025,23.5540174259452,19161,1902519161
19025,23.9304325809607,19187,1902519187
19025,24.0994391126665,19151,1902519151
19025,26.5539082301539,19027,1902519027
19025,27.0944636956702,19073,1902519073
19027,24.5770344397269,19073,1902719073
19027,26.7579487842215,19047,1902719047
19027,26.945459373322,19161,1902719161
19027,30.98670245774,19077,1902719077
19027,33.704149604458,19165,1902719165
19029,24.5206604609913,19137,1902919137
19029,30.7663546042029,19165,1902919165
19029,31.7316407162556,19155,1902919155
19029,32.9187131327626,19077,1902919077
19031,19.9510311493645,19139,1903119139
19031,24.3861921162883,19105,1903119105
19031,24.6127850709332,19103,1903119103
19031,27.8082021097729,19163,1903119163
19031,31.9126528060621,19113,1903119113
19031,31.9838106092733,19045,1903119045
19033,20.6123934760558,19195,1903319195
19033,23.4187452242928,19069,1903319069
19033,23.4683705247763,19067,1903319067
19033,24.8527863805815,19081,1903319081
19033,30.1558862477891,19131,1903319131
19033,32.4381804378692,19189,1903319189
19033,34.0236892819524,19197,1903319197
19035,23.5645455216065,19141,1903519141
19035,25.0747277091945,19093,1903519093
19035,29.566137416933,19149,1903519149
19035,32.2493037925638,19193,1903519193
19035,33.7811588296146,19041,1903519041
19035,36.2200494000225,19167,1903519167
19035,36.3918852310741,19161,1903519161
19037,21.1142831579523,19089,1903719089
19037,23.7409405131845,19067,1903719067
19037,27.6732825202905,19065,1903719065
19037,28.4961277463612,19191,1903719191
19037,30.854685150892,19131,1903719131
19039,20.2313771224564,19053,1903919053
19039,23.5930619436024,19117,1903919117
19039,24.0282252065522,19175,1903919175
19039,24.0451772414619,19121,1903919121
19039,24.128452415667,19181,1903919181
19039,30.911040708367,19185,1903919185
19039,31.4649527032193,19159,1903919159
19041,21.5310150473471,19059,1904119059
19041,24.0173941196814,19141,1904119141
19041,24.3485723327979,19147,1904119147
19041,31.7677844176618,19063,1904119063
19041,31.9348327305065,19143,1904119143
19041,33.7647766827514,19151,1904119151
19043,25.4914522414122,19055,1904319055
19043,26.1799103969178,19065,1904319065
19043,31.8788518500246,55043,1904355043
19043,33.9351956523653,55023,1904355023
19043,34.5127987164466,19061,1904319061
19043,41.032115817621,19191,1904319191
19045,18.2869085403244,19163,1904519163
19045,18.5094190725094,19097,1904519097
19045,33.7763869486202,19105,1904519105
19047,24.8447996478285,19093,1904719093
19047,25.493248382794,19165,1904719165
19047,27.8794394808173,19161,1904719161
19047,29.1198229214297,19133,1904719133
19047,33.2881626382116,19085,1904719085
19047,41.7164043513774,19193,1904719193
19049,23.7655608356745,19077,1904919077
19049,24.3029140233331,19153,1904919153
19049,24.5428855946939,19121,1904919121
19049,30.4902810985243,19073,1904919073
19049,34.458084154141,19181,1904919181
19051,19.5654779983162,19179,1905119179
19051,20.0841199648262,29197,1905129197
19051,23.9448613610614,19177,1905119177
19051,25.0555535989299,29199,1905129199
19051,29.2546122302969,19101,1905119101
19051,30.8520511060224,19135,1905119135
19053,23.6626697409746,19185,1905319185
19053,24.0656372855135,19159,1905319159
19053,24.5600860488599,29129,1905329129
19053,29.1241193282052,29081,1905329081
19053,31.3243931269701,19117,1905319117
19053,31.4041177032286,19175,1905319175
19055,24.5071021952461,19061,1905519061
19055,27.0439006065198,19105,1905519105
19055,29.8893702033348,19113,1905519113
19055,36.4139779563374,19065,1905519065
19057,19.2739405595291,19087,1905719087
19057,21.2423627009375,19115,1905719115
19057,23.9333896338574,19111,1905719111
19059,19.7192450393332,27063,1905927063
19059,21.9937642081945,19143,1905919143
19059,26.4596781088421,19063,1905919063
19059,30.2350879700506,19141,1905919141
19059,34.3285968939211,19147,1905919147
19061,25.8627098757469,19097,1906119097
19061,26.3570581741297,19105,1906119105
19061,29.5969996220619,55043,1906155043
19063,20.875475442083,19147,1906319147
19063,21.7028277375463,27091,1906327091
19063,25.5969366713238,19109,1906319109
19063,31.5373801387526,27063,1906327063
19065,29.6148084582585,19191,1906519191
19067,20.439937249049,19131,1906719131
19067,31.8724127070623,19089,1906719089
19067,32.8272600594099,19069,1906719069
19069,23.5139002637657,19197,1906919197
19069,23.9970305915632,19083,1906919083
19069,32.6662473957171,19079,1906919079
19069,33.457886712331,19081,1906919081
19069,33.6083743099451,19075,1906919075
19071,20.0615812268648,19129,1907119129
19071,23.163953156037,29005,1907129005
19071,23.8329595062281,19145,1907119145
19071,28.787802976154,31131,1907131131
19071,30.0236064966407,19137,1907119137
19071,30.5300215297529,31025,1907131025
19073,25.4665564762393,19077,1907319077
19073,29.1222861735933,19187,1907319187
19075,23.0216135418508,19083,1907519083
19075,26.3272326927722,19171,1907519171
19075,26.8331144685679,19127,1907519127
19077,35.0325850789534,19121,1907719121
19079,23.6821294872786,19197,1907919197
19079,23.8881262563411,19083,1907919083
19079,24.1623163975738,19187,1907919187
19079,27.3935780289291,19169,1907919169
19081,20.9155053314562,19189,1908119189
19081,23.6621221135774,19197,1908119197
19081,25.5300733519275,19109,1908119109
19081,30.8180549882898,19091,1908119091
19081,32.3366464320959,19195,1908119195
19083,26.9349948543885,19169,1908319169
19083,27.4867764071385,19127,1908319127
19083,34.539007934601,19197,1908319197
19085,23.1432306568583,31177,1908531177
19085,25.806007964914,19133,1908519133
19085,26.7492613440138,19165,1908519165
19085,28.1548105355187,19155,1908519155
19085,28.6912500885427,31021,1908531021
19087,21.9414475146111,19115,1908719115
19087,22.099513625279,19101,1908719101
19087,23.6346316126156,19111,1908719111
19087,25.5312595458758,19183,1908719183
19087,26.6891853266805,19177,1908719177
19089,23.2663438152054,19131,1908919131
19089,24.200076251824,19191,1908919191
19089,24.3993169626879,27045,1908927045
19089,30.2174938693476,27099,1908927099
19091,23.9861492611696,19197,1909119197
19091,24.0623248806616,19187,1909119187
19091,24.3510089268388,19151,1909119151
19091,29.7332462970239,19109,1909119109
19091,31.0460042795487,19147,1909119147
19093,20.5265248546352,19161,1909319161
19093,27.8552383218915,19193,1909319193
19093,32.9838014697931,19133,1909319133
19095,23.9301589379848,19157,1909519157
19095,24.2937942127794,19103,1909519103
19095,25.0110795604238,19107,1909519107
19095,29.9797252267984,19183,1909519183
19095,36.1204153679186,19113,1909519113
19095,36.2613086703765,19171,1909519171
19097,27.9140346814927,19105,1909719105
19099,24.5662217952257,19125,1909919125
19099,24.8713145791759,19127,1909919127
19099,26.6642708107054,19153,1909919153
19099,27.3525019729215,19157,1909919157
19099,32.2942463954283,19169,1909919169
19099,32.6480467352738,19123,1909919123
19099,38.0576780040753,19171,1909919171
19101,17.4799759972675,19177,1910119177
19101,23.1210396393761,19179,1910119179
19101,24.7167878913636,19107,1910119107
19101,25.595302262476,19183,1910119183
